제작자,차명,생산기간,생산기간,리콜개시일,리콜사유
한국토요타자동차(주),렉서스 ES300h,2018-07-03,2019-02-20,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 GS200t,2017-07-13,2017-08-22,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 GS300,2017-09-04,2019-04-04,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 GS350,2019-03-04,2019-03-04,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 GS450h,2018-08-21,2018-08-21,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 IS200t,2017-07-06,2017-09-15,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 IS300,2019-02-01,2019-05-08,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LC500,2017-07-17,2019-06-21,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LC500h,2017-07-12,2018-12-06,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LS500 2WD,2017-07-25,2019-05-15,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LS500 AWD,2017-07-26,2019-05-24,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LS500h 2WD,2019-01-16,2019-01-16,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 LS500h AWD,2019-01-11,2019-05-24,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 NX300,2018-07-17,2019-04-19,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 RC200t,2017-09-08,2017-09-08,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 RC350,2017-07-17,2017-07-17,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 RX350,2017-07-04,2019-09-02,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),렉서스 RX450h,2017-07-03,2019-09-03,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 아발론 하이브리드,2018-05-09,2019-06-10,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 캠리,2018-06-14,2019-02-05,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 캠리 하이브리드,2018-06-14,2019-02-05,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 RAV4 하이브리드 2WD,2018-10-25,2018-10-25,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 시에나 2WD,2017-09-05,2019-09-04,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
한국토요타자동차(주),토요타 시에나 AWD,2017-09-05,2019-09-05,2020-12-24,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음. *금번 리콜은 2020년 4월 29일부터 현재 시행 중인, 「연료펌프 리콜-대상대수 4,686대(리콜번호: 2020RIV052)」에 대하여 대상차량이 추가 된 사항입니다."
비엠더블유코리아(주),BMW M2,2020-10-02,2020-10-02,2020-11-25,"BMW 자체 품질 조사 결과 2020년 3월 18일부터 2020년 10월 2일까지 생산된 BMW M2, M4 Coupe차량에서 인젝터 와셔(디 커플링)*와 관련된 제작결함이 발견 되었습니다. 엔진 생산 과정에서 인젝터 와셔의 미 장착 가능성이 있습니다. *인젝터 와셔(디 커플링): 기밀유지 등의 목적으로 인젝터와 실린더헤드 사이에 위치하는 부품"
비엠더블유코리아(주),BMW M2,2020-08-28,2020-08-28,2020-11-25,"BMW 자체 품질 조사 결과 2020년 3월 18일부터 2020년 10월 2일까지 생산된 BMW M2, M4 Coupe차량에서 인젝터 와셔(디 커플링)*와 관련된 제작결함이 발견 되었습니다. 엔진 생산 과정에서 인젝터 와셔의 미 장착 가능성이 있습니다. *인젝터 와셔(디 커플링): 기밀유지 등의 목적으로 인젝터와 실린더헤드 사이에 위치하는 부품"
비엠더블유코리아(주),BMW M4 Coupe,2020-03-18,2020-06-05,2020-11-25,"BMW 자체 품질 조사 결과 2020년 3월 18일부터 2020년 10월 2일까지 생산된 BMW M2, M4 Coupe차량에서 인젝터 와셔(디 커플링)*와 관련된 제작결함이 발견 되었습니다. 엔진 생산 과정에서 인젝터 와셔의 미 장착 가능성이 있습니다. *인젝터 와셔(디 커플링): 기밀유지 등의 목적으로 인젝터와 실린더헤드 사이에 위치하는 부품"
비엠더블유코리아(주),BMW X5 xDrive45e,2020-10-16,2020-10-16,2020-11-25,고전압 배터리 팩 용접 시 발생하는 이물질을 제거하기 위한 세척 공정이 불 충분하여 고전압 배터리 팩 내에 이물질이 남아있을 수 있습니다.
비엠더블유코리아(주),BMW X3,2020-10-11,2020-10-14,2020-11-25,고전압 배터리 팩 용접 시 발생하는 이물질을 제거하기 위한 세척 공정이 불 충분하여 고전압 배터리 팩 내에 이물질이 남아있을 수 있습니다.
대전기계공업(주),Ninja H2 SX,2018-03-22,2018-07-03,2020-11-30,"변속 중 기어가 맞물리지 않을 경우 엔진 회전수가 급격히 상승하고 엔진 회전수가 급격히 상승한 상태에서 다시 연결될 때 기어에 높은 충격이 가해질 수 있습니다. 위와 같은 과도한 충격을 방지하기 위해 기어 충격 방지 프로그램이 설치되어 있으나 해당 프로그램의 오류로 작동하지 않을 수 있습니다. 해당 프로그램이 작동하지 않을 경우 기어가 손상되거나 파손될 수 있으며 파손된 기어 파편이 트랜스미션(변속기)* 입력 기어와 회전축, 출력 기어와 회전축 및 기타 부품으로 구성된 변속장치의 회전축 사이에 물릴 경우 엔진이 멈출 수 있습니다. *) 입력 기어와 회전축, 출력 기어와 회전축 및 기타 부품으로 구성된 변속장치"
대전기계공업(주),Ninja H2 SX SE,2018-03-22,2019-03-12,2020-11-30,"변속 중 기어가 맞물리지 않을 경우 엔진 회전수가 급격히 상승하고 엔진 회전수가 급격히 상승한 상태에서 다시 연결될 때 기어에 높은 충격이 가해질 수 있습니다. 위와 같은 과도한 충격을 방지하기 위해 기어 충격 방지 프로그램이 설치되어 있으나 해당 프로그램의 오류로 작동하지 않을 수 있습니다. 해당 프로그램이 작동하지 않을 경우 기어가 손상되거나 파손될 수 있으며 파손된 기어 파편이 트랜스미션(변속기)* 입력 기어와 회전축, 출력 기어와 회전축 및 기타 부품으로 구성된 변속장치의 회전축 사이에 물릴 경우 엔진이 멈출 수 있습니다. *) 입력 기어와 회전축, 출력 기어와 회전축 및 기타 부품으로 구성된 변속장치"
